-4.747001424756474e-11,-1.237143152696429e-11,8.125480011318543e-09
-4.7470014247576605e-11,-1.2371431526959223e-11,8.125480011318406e-09
-4.747001424758408e-11,-1.2371431526980338e-11,8.125480011318321e-09
-4.7470014247587876e-11,-1.2371431526981054e-11,8.125480011318388e-09
-4.7470014247603766e-11,-1.2371431526948938e-11,8.125480011318376e-09
-4.7470014247588645e-11,-1.237143152694366e-11,8.125480011318348e-09
-4.747001424766044e-11,-1.2371431526831252e-11,8.125480011318424e-09
-4.747001424766115e-11,-1.237143152689509e-11,8.12548001131854e-09
-4.747001424764603e-11,-1.2371431526883817e-11,8.125480011318513e-09
-4.747001424765813e-11,-1.2371431526870619e-11,8.125480011318502e-09
-4.747001424766187e-11,-1.2371431526834874e-11,8.1254800113185e-09
-4.7470014247653e-11,-1.237143152690061e-11,8.125480011318613e-09
-4.7470014247645164e-11,-1.2371431526895001e-11,8.125480011318593e-09
-4.747001424765963e-11,-1.2371431526956812e-11,8.125480011318541e-09
-4.7470014247604936e-11,-1.2371431526990487e-11,8.125480011318596e-09
-4.74700142475764e-11,-1.2371431526968601e-11,8.125480011318556e-09
-4.747001424757634e-11,-1.2371431526989718e-11,8.125480011318391e-09
-4.7470014247579436e-11,-1.23714315269725e-11,8.125480011318555e-09
-4.747001424758015e-11,-1.2371431526949182e-11,8.12548001131857e-09
-4.747001424757894e-11,-1.237143152703442e-11,8.125480011318485e-09
-4.7470014247612995e-11,-1.2371431526876283e-11,8.125480011318467e-09
-4.7470014247611676e-11,-1.2371431526849502e-11,8.12548001131844e-09
-4.7470014247607767e-11,-1.2371431526846863e-11,8.125480011318283e-09
-4.7470014247579474e-11,-1.2371431526853311e-11,8.12548001131836e-09
-4.7470014247578214e-11,-1.2371431526852101e-11,8.125480011318404e-09
-4.7470014247590254e-11,-1.237143152686343e-11,8.125480011318474e-09
-4.747001424758224e-11,-1.2371431526948468e-11,8.125480011318442e-09
-4.747001424760701e-11,-1.237143152693285e-11,8.125480011318497e-09
-4.7470014247597227e-11,-1.2371431526960675e-11,8.125480011318497e-09
-4.74700142476003e-11,-1.2371431526910083e-11,8.125480011318464e-09
-4.747001424759573e-11,-1.2371431526952647e-11,8.1254800113186e-09
-4.747001424757164e-11,-1.237143152693274e-11,8.125480011318626e-09
-4.7470014247581097e-11,-1.2371431526954297e-11,8.125480011318606e-09
-4.747001424756945e-11,-1.2371431526901078e-11,8.125480011318472e-09
-4.747001424760822e-11,-1.2371431526778246e-11,8.125480011318313e-09
-4.747001424760907e-11,-1.2371431526881191e-11,8.125480011318363e-09
-4.747001424762801e-11,-1.237143152692293e-11,8.125480011318348e-09
-4.747001424761556e-11,-1.2371431526885151e-11,8.1254800113184e-09
-4.747001424763656e-11,-1.2371431526867415e-11,8.125480011318488e-09
-4.7470014247645345e-11,-1.2371431526863016e-11,8.125480011318472e-09
-4.7470014247650625e-11,-1.2371431526855978e-11,8.125480011318497e-09
-4.74700142476677e-11,-1.2371431526862906e-11,8.125480011318434e-09
-4.747001424763476e-11,-1.2371431526892712e-11,8.125480011318366e-09
-4.7470014247675175e-11,-1.2371431526905855e-11,8.12548001131836e-09
-4.7470014247675615e-11,-1.2371431526853558e-11,8.125480011318353e-09
-4.747001424768432e-11,-1.2371431526741113e-11,8.125480011318512e-09
-4.747001424760593e-11,-1.23714315268877e-11,8.125480011318604e-09
-4.7470014247602965e-11,-1.2371431526933124e-11,8.12548001131867e-09
-4.747001424758944e-11,-1.2371431526924765e-11,8.125480011318679e-09
-4.747001424762485e-11,-1.2371431526955562e-11,8.12548001131871e-09
-4.747001424764157e-11,-1.237143152692757e-11,8.125480011318555e-09
-4.747001424764058e-11,-1.2371431526964964e-11,8.125480011318594e-09
-4.747001424761506e-11,-1.2371431526917781e-11,8.125480011318639e-09
-4.747001424760324e-11,-1.2371431526989038e-11,8.125480011318637e-09
-4.7470014247625506e-11,-1.2371431526907512e-11,8.125480011318647e-09
-4.747001424761096e-11,-1.2371431526910152e-11,8.125480011318632e-09
-4.747001424761503e-11,-1.2371431526901574e-11,8.125480011318664e-09
-4.747001424760752e-11,-1.2371431526849275e-11,8.125480011318647e-09
-4.74700142476158e-11,-1.2371431526899703e-11,8.1254800113187e-09
-4.747001424762212e-11,-1.2371431526882325e-11,8.125480011318685e-09
-4.7470014247545495e-11,-1.2371431527042112e-11,8.125480011318513e-09
-4.7470014247525346e-11,-1.2371431526975241e-11,8.12548001131865e-09
-4.747001424752177e-11,-1.2371431526988e-11,8.125480011318608e-09
-4.747001424753259e-11,-1.2371431526970698e-11,8.125480011318523e-09
-4.747001424755841e-11,-1.2371431526996022e-11,8.125480011318611e-09
-4.7470014247580567e-11,-1.23714315270145e-11,8.125480011318583e-09
-4.747001424755528e-11,-1.2371431526963116e-11,8.125480011318513e-09
-4.747001424758767e-11,-1.2371431526913073e-11,8.125480011318639e-09
-4.747001424758118e-11,-1.2371431526909884e-11,8.125480011318541e-09
-4.747001424760392e-11,-1.2371431526784983e-11,8.125480011318472e-09
-4.7470014247602164e-11,-1.2371431526831176e-11,8.125480011318507e-09
-4.7470014247624103e-11,-1.2371431526816878e-11,8.12548001131855e-09
-4.747001424763059e-11,-1.2371431526863347e-11,8.125480011318515e-09
-4.7470014247643736e-11,-1.2371431526806403e-11,8.125480011318546e-09
-4.747001424754533e-11,-1.2371431526926594e-11,8.125480011318527e-09
-4.747001424758888e-11,-1.2371431526987057e-11,8.125480011318414e-09
-4.747001424757909e-11,-1.2371431526996736e-11,8.125480011318493e-09
-4.747001424755869e-11,-1.23714315269732e-11,8.125480011318483e-09
-4.747001424755946e-11,-1.237143152696968e-11,8.125480011318434e-09
-4.747001424756474e-11,-1.237143152696429e-11,8.125480011318543e-09
1.0735162291727073e-09,-3.6360869910810995e-12,8.147491162679816e-09
1.070704512509031e-09,1.0268830150149234e-10,8.147060058380706e-09
1.060588448143736e-09,2.082331088962092e-10,8.14536784644859e-09
1.0432449416566458e-09,3.122864854733539e-10,8.142464669271116e-09
1.018806700623226e-09,4.141514946261492e-10,8.138425152845978e-09
9.874601823832337e-10,5.131524307380896e-10,8.133346363121992e-09
9.494428302212394e-10,6.086405964061163e-10,8.127345266000772e-09
9.050397036122041e-10,6.999994294858438e-10,8.120555773002639e-09
8.545796235863906e-10,7.866489022987919e-10,8.113125462249606e-09
7.984309629339075e-10,8.68049149180895e-10,8.105212068084308e-09
7.369972127517015e-10,9.437033123853e-10,8.096979832090195e-09
6.707124522504002e-10,1.013159628256825e-09,8.088595804593014e-09
6.000368385256293e-10,1.0760128041074017e-09,8.080226179088984e-09
5.254522182440806e-10,1.131904760028357e-09,8.072032733703821e-09
4.4745794507231623e-10,1.1805248283354123e-09,8.064169444352958e-09
3.6656696641938577e-10,1.2216095158721657e-09,8.056779324785956e-09
2.8330222179145567e-10,1.254941941139706e-09,8.04999153969254e-09
1.9819337394696995e-10,1.280351059157468e-09,8.043918829326585e-09
1.1177387381047796e-10,1.2977107826646592e-09,8.038655277871909e-09
2.457834167865656e-11,1.30693909916494e-09,8.034274453315714e-09
-6.285976894752235e-11,1.3079972700138262e-09,8.030827943787122e-09
-1.500102719909215e-10,1.3008891808095111e-09,8.028344313967672e-09
-2.3634817132591544e-10,1.2856608924557184e-09,8.026828504768137e-09
-3.2135546966611165e-10,1.2624004198913152e-09,8.026261699349418e-09
-4.045229316745763e-10,1.2312377414512078e-09,8.026601678063102e-09
-4.853518688796002e-10,1.1923450166976393e-09,8.027783683081345e-09
-5.633560097156786e-10,1.1459369653302935e-09,8.029721809523428e-09
-6.380635099155815e-10,1.0922713354113576e-09,8.032310933045568e-09
-7.090191463591925e-10,1.0316493668612246e-09,8.035429173419547e-09
-7.757867218083917e-10,9.644161374358832e-10,8.038940879232772e-09
-8.37951688966433e-10,8.909606646903406e-10,8.042700100671126e-09
-8.951239808847665e-10,8.117156303936489e-10,8.046554495321507e-09
-9.469410118757592e-10,7.271565948739525e-10,8.050349587810663e-09
-9.930707901649853e-10,6.378005790325255e-10,8.053933278484621e-09
-1.0332150621772758e-09,5.442039118583755e-10,8.05716047187392e-09
-1.0671123904151313e-09,4.4695927100081e-10,8.059897674322594e-09
-1.0945410540703409e-09,3.4669188226549324e-10,8.06202739438446e-09
-1.1153216555695919e-09,2.440548888440511e-10,8.063452171817769e-09
-1.1293193181732476e-09,1.3972394951625374e-10,8.064098062908523e-09
-1.1364453703009936e-09,3.439117341968482e-11,8.063917422792583e-09
-1.1366584310599884e-09,-7.124145681580118e-11,8.06289084927314e-09
-1.129964837562727e-09,-1.7646898593216153e-10,8.061028186677617e-09
-1.1164183861707864e-09,-2.805904990385335e-10,8.058368530213473e-09
-1.0961193942879474e-09,-3.8291602498782295e-10,8.054979218280339e-09
-1.0692131239416723e-09,-4.827731139160229e-10,8.050953848674411e-09
-1.0358876401793384e-09,-5.79512893256029e-10,8.046409400594737e-09
-9.963712036604249e-10,-6.725154404304803e-10,8.041482584680885e-09
-9.50929315648054e-10,-7.611943543473369e-10,8.036325574800506e-09
-8.998615436124474e-10,-8.450004580070279e-10,8.031101296212238e-09
-8.434982564611353e-10,-9.23424616629378e-10,8.025978454477342e-09
-7.82197390330144e-10,-9.959997053269128e-10,8.021126488145164e-09
-7.163413502516549e-10,-1.062301804222162e-09,8.016710617381383e-09
-6.463341313245033e-10,-1.1219507338311672e-09,8.012887142342283e-09
-5.72598717434926e-10,-1.1746100681122016e-09,8.009799121550448e-09
-4.955747880273621e-10,-1.2199867758877615e-09,8.007572534385351e-09
-4.1571673590078446e-10,-1.2578306437771992e-09,8.00631300532559e-09
-3.334919731825449e-10,-1.2879336261667166e-09,8.006103142543757e-09
-2.493794798007618e-10,-1.310129251750807e-09,8.007000521250583e-09
-1.638685299772217e-10,-1.3242921934117364e-09,8.009036323477842e-09
-7.74575180967718e-11,-1.3303380807185847e-09,8.012214631058044e-09
9.34720384497549e-12,-1.3282236037807966e-09,8.01651235701689e-09
9.603256900194059e-11,-1.3179469254424e-09,8.021879792053157e-09
1.8208020928902098e-10,-1.299548387207252e-09,8.028241736192765e-09
2.6696812440857866e-10,-1.2731114643544653e-09,8.035499180558677e-09
3.501726800358274e-10,-1.2387638984563465e-09,8.043531499278942e-09
4.311709937538316e-10,-1.1966789121985954e-09,8.052199106602116e-09
5.094437483841004e-10,-1.1470763928066331e-09,8.06134652838899e-09
5.84478450141718e-10,-1.090223917490626e-09,8.070805830485694e-09
6.557731244935693e-10,-1.0264374877772305e-09,8.080400338788556e-09
7.228404166367959e-10,-9.560818399984348e-10,8.089948577523137e-09
7.852120373286746e-10,-8.795702068200638e-10,8.099268343867188e-09
8.424434697530555e-10,-7.973634195273089e-10,8.108180829318181e-09
8.941188306086403e-10,-7.099682625235711e-10,8.116514691864292e-09
